isbn,title,author,year
9780571144560,Nesmrtelnost,Milan Kundera,1990
9780062325340,Flesh and Blood,Patricia Cornwell,2014
9781400095930,Dearly Devoted Dexter,Jeff Lindsay,2005
9780380753020,Gentle Rogue,Johanna Lindsey,1990
9780312997110,As The Crow Flies,Jeffrey Archer,1990
9780062294370,The First Phone Call from Heaven,Mitch Albom,2013
9780385504220,The Lost Symbol,Dan Brown,2009
9780399155440,The School of Essential Ingredients,Erica Bauermeister,2009
9780316213100,The Coldest Girl in Coldtown,Holly Black,2013
9780061257060,Very Valentine,Adriana Trigiani,2009
9780399158990,W is for Wasted,Sue Grafton,2013
9780312642980,Winter,Marissa Meyer,2015
9780307346600,World War Z: An Oral History of the Zombie War,Max Brooks,2006
9780618640160,The Lord of the Rings,J.R.R. Tolkien,1955
9780553584710,Catering to Nobody,Diane Mott Davidson,1990
9780439568420,One Day at Horrorland,R.L. Stine,1994
9780702229790,Oscar and Lucinda,Peter Carey,1988
9780393326000,The Price of Salt,Patricia Highsmith,1952
9789580469710,Aura,Carlos Fuentes,1962
9780843955290,Dark Prince,Christine Feehan,1999
9780553564940,Magician,Raymond E. Feist,1982
9780330448440,The Shifting Fog,Kate Morton,2006
9780143036430,Dark Fire,C.J. Sansom,2004
9780307957280,The Beginner's Goodbye,Anne Tyler,2012
9780976165910,MEG: A Novel of Deep Terror,Steve Alten,1997
9781439152780,The Distant Hours,Kate Morton,2010
9780380715440,The Mother Tongue: English and How It Got That Way,Bill Bryson,1990
9780743484250,Big Fish: A Novel of Mythic Proportions,Daniel Wallace,1998
9780061783200,"One Grave at a Time (Night Huntress, #6)",Jeaniene Frost,2011
9780446613350,Sam's Letters To Jennifer,James Patterson,2001
9780571225360,An Artist of the Floating World,Kazuo Ishiguro,1986
9780062422960,Queen Song,Victoria Aveyard,2015
9781423147950,"Out of Sight, Out of Time",Ally Carter,2012
9780099297700,Hannibal,Thomas Harris,1999
9780743454160,Turning Angel,Greg Iles,2005
9780060885600,Billy Lynn's Long Halftime Walk,Ben Fountain,2012
9780385337940,A Painted House,John Grisham,2001
9781101585190,Gunmetal Magic,Ilona Andrews,2012
9780399153940,Book of the Dead,Patricia Cornwell,2007
9780399148700,Red Rabbit,Tom Clancy,2002
9781846687750,Half Blood Blues,Esi Edugyan,2011
9780689862200,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,1971
9780425212040,Grave Surprise,Charlaine Harris,2006
9780425270690,Magic Binds,Ilona Andrews,2016
9780671042580,Jewel (Oprah's Book Club) ,Bret Lott,1991
9780765305240,"Phantom (Sword of Truth, #10)",Terry Goodkind,2006
9780007127740,The Illustrated Man,Ray Bradbury,1951
9780449213440,The Chosen,Chaim Potok,1967
9780061728910,The Carrie Diaries,Candace Bushnell,2010
9780805093000,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,2014
9780446540340,Hitch-22: Some Confessions and Contradictions,Christopher Hitchens,2010
9780767908180,A Short History of Nearly Everything,Bill Bryson,2003
9780575076820,A Scanner Darkly ,Philip K. Dick,1977
9780670446150,Madeline and the Bad Hat,Ludwig Bemelmans,1956
9780767912240,Babyville,Jane Green,2001
9781587672290,Blockade Billy,Stephen King,2010
9780064473620,Knocked out by my nunga-nungas,Louise Rennison,2001
9780060724570,Princess on the Brink,Meg Cabot,2006
9780375727440,"Hateship, Friendship, Courtship, Loveship, Marriage",Alice Munro,2001
9781590388130,The Wednesday Letters,Jason F. Wright,2007
9781451664130,In One Person,John Irving,2012
9780061288850,"The Coffin Club (Vampire Kisses, #5)",Ellen Schreiber,2008
9780553808030,Innocence,Dean Koontz,2013
9781405088830,The Temporal Void,Peter F. Hamilton,2008
9781595140840,Peeps,Scott Westerfeld,2005
9780385737420,When You Reach Me,Rebecca Stead,2009
9780143037150,The Memory Keeper's Daughter,Kim Edwards,2005
9780316909690,Because I'm Worth It,Cecily von Ziegesar,2003
9780385603100,House of Leaves,Mark Z. Danielewski,2000
9780340606510,Schindler's Ark,Thomas Keneally,1982
9781442426730,P.S. I Still Love You,Jenny Han,2015
9780761104840,"1,000 Places to See Before You Die",Patricia Schultz,2003
9780553282990,Dead Poets Society ,N.H. Kleinbaum,1988
9780312658660,My Last Duchess,Daisy Goodwin,2010
9780061043540,Clouds of Witness,Dorothy L. Sayers,1926
9780060652390,A Grief Observed,C.S. Lewis,1961
9780385323280,The Face on the Milk Carton,Caroline B. Cooney,1990
9780547250250,Rosemary: The Hidden Kennedy Daughter,Kate Clifford Larson,2015
9780451207790,The Key to Rebecca,Ken Follett,1980
9780425285050,The Girl Before,J.P. Delaney,2017
9780062225080,Not My Father's Son,Alan Cumming,2014
9780140285600,Cat's Cradle,Kurt Vonnegut Jr.,1963
9780439700930,The Dark Hills Divide,Patrick Carman,2003
9780399171630,The Rose & the Dagger,Renee Ahdieh,2016
9780743477890,Undaunted Courage,Stephen E. Ambrose,1996
9780385339670,The Brethren,John Grisham,2000
9780765341850,"Eye of the World (The Wheel of Time, #1-1)",Robert Jordan,1990
9780380731860,Shutter Island,Dennis Lehane,2003
9781476727910,The Humans,Matt Haig,2013
9780452297650,The House at Tyneford,Natasha Solomons,2011
9781907411050,Under the Never Sky,Veronica Rossi,2011
9780312662750,First Grave on the Right,Darynda Jones,2011
9780060554740,The Game,Neil Strauss,2005
9781501126220,Lily and the Octopus,Steven  Rowley,2016
9780316211340,Tigers in Red Weather,Liza Klaussmann,2012
9780062188500,The Orchardist,Amanda Coplin,2012
9781250128550,Love Warrior,Glennon Doyle Melton,2016
9780753819490,The Temple of My Familiar,Alice Walker,1989
9780192835090,The Adventures of Sherlock Holmes,Arthur Conan Doyle,1892
9780006498860,Ship of Magic,Robin Hobb,1998
9781905802490,The Garden of Evening Mists,Tan Twan Eng,2011
9781903434770,Herr der Diebe,Cornelia Funke,2000
9780758216430,Succubus On Top,Richelle Mead,2008
9780375832990,Boy Meets Boy,David Levithan,2003
9781476712990,Walking Disaster,Jamie McGuire,2013
9780393081570,Gulp: Adventures on the Alimentary Canal,Mary Roach,2013
9780340837950,The Moon is a Harsh Mistress,Robert A. Heinlein,1966
9780312426230,The Brooklyn Follies,Paul Auster,2005
9780061340640,Run,Ann Patchett,2007
9780684852580,The Body Snatchers,Jack Finney,1955
9780876853630,"Love Is a Dog from Hell: Poems, 1974-1977",Charles Bukowski,1977
9780340884360,Maximum Security (Cherub #3),Robert Muchamore,2005
9780553807720,What the Night Knows,Dean Koontz,2010
9781612130580,Fifty Shades Darker,E.L. James,2011
9780385735350,The Enchantress,Michael Scott,2012
9780739328280,Plum Spooky,Janet Evanovich,2009
9780802720860,Rules of Attraction,Simone Elkeles,2010
9780060525650,A Dangerous Path,Erin Hunter,2004
9780515140870,"Micah (Anita Blake, Vampire Hunter, #13)",Laurell K. Hamilton,2006
9780765311790,Mistborn : The Final Empire,Brandon Sanderson,2006
9780440339340,Worth Dying For,Lee Child,2010
9780545265360,The Hunger Games Box Set,Suzanne Collins,2010
9780553807260,Love You More,Lisa Gardner,2011
9780312306340,Plum Lovin',Janet Evanovich,2007
9781590388010,"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)",Obert Skye,2007
9780553381540,The Prince of Tides,Pat Conroy,1986
9781593072960,Sin City: The Big Fat Kill,Frank Miller,1994
9780316056630,Soulless,Gail Carriger,2009
9780060525610,Forest of Secrets,Erin Hunter,2003
9780345322230,"Being a Green Mother (Incarnations of Immortality, #5)",Piers Anthony,1987
9781452440030,Barely Breathing,Rebecca Donovan,2012
9780061783170,Eternal Kiss of Darkness,Jeaniene Frost,2010
9780060519130,Savannah Blues,Mary Kay Andrews,2002
9780399150870,The Cove,Catherine Coulter,1996
9781554681720,The Art of Racing in the Rain,Garth Stein,2006
9781595141750,Frostbite,Richelle Mead,2008
9780316677460,The Almost Moon,Alice Sebold,2007
9780425190370,Practical Magic,Alice Hoffman,1995
9781400069350,"Lots of Candles, Plenty of Cake",Anna Quindlen,2012
9780802136830,The Six Wives of Henry VIII,Alison Weir,1980
9780141383350,Airman,Eoin Colfer,2007
9781480095530,The Edge of Never,J.A. Redmerski,2012
9780439498820,Finding Cassie Crazy,Jaclyn Moriarty,2003
9780330449600,The Forgotten Garden,Kate Morton,2008
9780312857880,Necroscope ,Brian Lumley,1986
9781442444930,Winger,Andrew  Smith,2013
9780679732760,Invisible Man,Ralph Ellison,1952
9780399256450,The Lions of Little Rock,Kristin Levine,2012
9780691024170,QED: The Strange Theory of Light and Matter,Richard Feynman,1985
9780142501110,Lord Brocktree,Brian Jacques,2000
9780743297330,The Sun Also Rises,Ernest Hemingway,1926
9780312144070,The Samurai's Garden,Gail Tsukiyama,1994
9780002317860,Sleeping Murder,Agatha Christie,1976
9780061345690,Rumors,Anna Godbersen,2008
9780590554080,Sandry's Book,Tamora Pierce,1997
9780590396970,Shatterglass,Tamora Pierce,2003
9780060791570,The Space Between Us,Thrity Umrigar,2006
9780743225080,Man and Boy,Tony Parsons,1999
9780385337630,Crow Lake,Mary Lawson,2002
9781416912040,Unwind,Neal Shusterman,2007
9780679766760,Push,Sapphire,1996
9781402245860,Hot Ticket,Olivia Cunning,2013
9780307393880,The Red Garden,Alice Hoffman,2011
9780060572990,Every Which Way But Dead,Kim Harrison,2005
9780743497300,Two Little Girls in Blue,Mary Higgins Clark,2006
9780886773530,Magic's Pawn,Mercedes Lackey,1989
9781595141970,Shadow Kiss,Richelle Mead,2008
9781423101470,The Battle of the Labyrinth,Rick Riordan,2008
9780756404730,The Wise Man's Fear,Patrick Rothfuss,2011
9780316187700,Rise of Empire,Michael J. Sullivan,2010
9780375761140,Our Mutual Friend,Charles Dickens,1865
9780590133370,Mad About Madeline,Ludwig Bemelmans,1939
9780316059860,Body Surfing,Anita Shreve,2007
9780356501500,The Hydrogen Sonata,Iain M. Banks,2012
9780446583140,One Summer,David Baldacci,2011
9780451461520,Claimed By Shadow,Karen Chance,2007
9781481438860,Until Friday Night,Abbi Glines,2015
9780385738770,The Death Cure,James Dashner,2011
9780425147580,Debt of Honor,Tom Clancy,1994
9780345516110,Juliet,Anne Fortier,2010
9780984857400,Spying in High Heels,Gemma Halliday,2006
9780446615130,Skinny Dip,Carl Hiaasen,2004
9780374104090,Annihilation,Jeff VanderMeer,2014
9780446696110,The Guardian,Nicholas Sparks,2003
9780451210750,Hornet Flight,Ken Follett,2002
9781442403540,City of Fallen Angels,Cassandra Clare,2011
9780061020670,Wyrd Sisters,Terry Pratchett,1988
9781484705280,Every Last Word,Tamara Ireland Stone,2015
9780452286540,The Jane Austen Book Club,Karen Joy Fowler,2004
9780440240970,"The Field of Swords (Emperor, #3)",Conn Iggulden,2005
9780609807910,"Second Helpings (Jessica Darling, #2)",Megan McCafferty,2003
9780671027640,The Fuck-Up,Arthur Nersesian,1997
9780142002420,The Broom of the System,David Foster Wallace,1987
9780316296200,The Magus,John Fowles,1965
9780375990670,Fallen in Love,Lauren Kate,2012
9780812974610,Pompeii,Robert   Harris,2003
9780679728740,Child of God,Cormac McCarthy,1973
9780316221340,"Forgive Me, Leonard Peacock",Matthew Quick,2013
9781400079090,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,1993
9780743261950,"Cry, The Beloved Country",Alan Paton,1948
9780062237420,Free Four: Tobias Tells the Divergent Story,Veronica Roth,2012
9780803734950,The Sky Is Everywhere,Jandy Nelson,2010
9781599900580,"Dragon Slippers (Dragon Slippers, #1)",Jessica Day George,2006
9780195007770,A Sand County Almanac,Aldo Leopold,1949
9780553807130,Your Heart Belongs to Me,Dean Koontz,2008
9780670024860,The Signature of All Things,Elizabeth Gilbert,2012
9781780484260,A Song of Ice and Fire,George R.R. Martin,2000
9780316014530,Story of a Girl,Sara Zarr,2007
9780553282090,The Gemini Contenders,Robert Ludlum,1976
9780061767630,Sugar and Spice (L.A. Candy #3),Lauren Conrad,2010
9780553383040,A Wizard of Earthsea,Ursula K. Le Guin,1968
9781416914200,The Soldiers of Halla,D.J. MacHale,2009
9780060733490,The Lions of Al-Rassan,Guy Gavriel Kay,1995
9781857233800,The Druid of Shannara,Terry Brooks,1991
9780312933530,Honour Among Thieves,Jeffrey Archer,1993
9780345526660,Great North Road,Peter F. Hamilton,2012
9780062217200,Waiting to Be Heard: A Memoir,Amanda Knox,2013
9780451218050,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,2006
9780670025600,The Book of Life,Deborah Harkness,2014
9781589190630,"A Light in the Window (The Mitford Years, #2)",Jan Karon,1995
9780425265630,Tower Lord,Anthony  Ryan,2014
9780802122550,Euphoria,Lily King,2014
9780765319850,Little Brother,Cory Doctorow,2008
9780778316340,Little Mercies,Heather Gudenkauf,2014
9781596911060,JPod,Douglas Coupland,2006
9781250024630,Horde,Ann Aguirre,2013
9780452298380,Blackberry Winter,Sarah Jio,2012
9780843949940,Dark Guardian,Christine Feehan,2002
9781442442280,The summer I turned pretty,Jenny Han,2009
9780316154510,A Wedding in December,Anita Shreve,2005
9780062001030,Entwined,Heather Dixon,2011
9780679745590,In Cold Blood,Truman Capote,1965
9780399256510,Shelter,Harlan Coben,2011
9780375508420,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1987
9781416940910,"Glass (Crank, #2)",Ellen Hopkins,2007
9780765305110,The Dragon Reborn ,Robert Jordan,1991
9780060590310,Fool,Christopher Moore,2009
9781849231850,Rock Chick,Kristen Ashley,2008
9780140274220,Wide Sargasso Sea,Jean Rhys,1966
9781416509640,Tehanu,Ursula K. Le Guin,1990
9780812551500,Soul of the Fire,Terry Goodkind,1999
9780743496730,Nineteen Minutes,Jodi Picoult,2007
9780765357050,The Keep ,F. Paul Wilson,1981
9781405910220,On the Island,Tracey Garvis-Graves,2011
9780553277580,The Greatest Salesman in the World,Og Mandino,1968
9780062071130,Everneath,Brodi Ashton,2012
9781841492610,New Spring,Robert Jordan,2004
9780425255700,Affliction,Laurell K. Hamilton,2013
9780789154800,The Story of an Hour,Kate Chopin,1894
9780316734840,Fortune's Rocks,Anita Shreve,1999
9780671020830,The Gun Seller,Hugh Laurie,1996
9780778324520,Back on Blossom Street,Debbie Macomber,2007
9780316011850,"The It Girl (It Girl, Book 1)",Cecily von Ziegesar,2005
9780679805270,"Oh, the Places You'll Go!",Dr. Seuss,1990
9780399504330,Amphigorey,Edward Gorey,1972
9781484709020,Serafina and the Black Cloak,Robert  Beatty,2015
9780385338610,A Time to Kill,John Grisham,1989
9780345485790,The Charlemagne Pursuit,Steve Berry,2008
9780060892010,The Sight,Erin Hunter,2007
9780373210020,Intertwined,Gena Showalter,2009
9781101883080,Lilac Girls,Martha Hall Kelly,2016
9780312349490,Lean Mean Thirteen,Janet Evanovich,2007
9780425144370,Clear and Present Danger,Tom Clancy,1989
9781423140600,The Mark of Athena,Rick Riordan,2012
9780446520590,"Many Lives, Many Masters",Brian L. Weiss,1988
9780440242920,Faithless,Karin Slaughter,2005
9780373774520,Chasing Perfect,Susan Mallery,2010
9780575077900,Last Argument of Kings,Joe Abercrombie,2008
9780307395990,Look Me in the Eye: My Life with Asperger's,John Elder Robison,2007
9780778322340,A Perfect Evil,Alex Kava,2000
9781250049380,Landline,Rainbow Rowell,2014
9780142401100,The Devil's Arithmetic,Jane Yolen,1988
9780739439070,Key of Knowledge,Nora Roberts,2003
9780316175680,The Snow Child,Eowyn Ivey,2012
9780751531210,The Gold Coast,Nelson DeMille,1990
9780590554110,Briar's Book,Tamora Pierce,1999
9780670021480,Angelology,Danielle Trussoni,2010
9780446550000,Roses,Leila Meacham,2010
9780812992890,China Dolls,Lisa See,2014
9780060776250,"Vampireville (Vampire Kisses, #3)",Ellen Schreiber,2006
9780805080510,Taran Wanderer,Lloyd Alexander,1967
9780425267040,Rush,Maya Banks,2013
9780671683900,Lonesome Dove,Larry McMurtry,1985
9781608190460,The Scar of David,Susan Abulhawa,2006
9781400063250,American Lion: Andrew Jackson in the White House,Jon Meacham,2008
9780399164420,Thankless in Death ,J.D. Robb,2013
9780451460940,Touch the Dark,Karen Chance,2006
9780345545960,Ashley Bell,Dean Koontz,2015
9780500275820,The Shock of the New,Robert Hughes,1980
9781908844960,Stolen Songbird,Danielle L. Jensen,2014
9780425266520,Gabriel's redemption,Sylvain Reynard,2013
9780886773790,Arrows of the Queen (Heralds of Valdemar #1),Mercedes Lackey,1987
9781416544180,Downtown Owl,Chuck Klosterman,2008
9780345383270,Domes of Fire,David Eddings,1992
9780375758780,The Glass Palace,Amitav Ghosh,2000
9780140178210,The Bloody Chamber & Other Stories,Angela Carter,1979
9780060959560,A Walk Across America,Peter Jenkins,1979
9780804188240,Ruby,Cynthia Bond,2014
9780060734080,Fairest,Gail Carson Levine,2006
9780743417330,Cabal,Clive Barker,1988
9781416908170,"The Realms of the Gods (Immortals, #4)",Tamora Pierce,1996
9780007157150,Out of the Silent Planet,C.S. Lewis,1938
9780141321320,The Eternity Code,Eoin Colfer,2003
9780340686030,The Quiet Game,Greg Iles,1999
9780061142020,Stardust,Neil Gaiman,1999
9781466867500,Cometh the Hour,Jeffrey Archer,2016
9780765328660,Girl of Nightmares,Kendare Blake,2012
9780316926060,A Handful of Dust,Evelyn Waugh,1934
9780006551810,'Tis: A Memoir,Frank McCourt,1999
9780316074160,Blameless,Gail Carriger,2010
9780446678450,Cane River,Lalita Tademy,2001
9780385521220,Sisterhood Everlasting,Ann Brashares,2011
9780374349460,Memoirs of a Teenage Amnesiac,Gabrielle Zevin,2007
9780140014460,Under The Net,Iris Murdoch,1954
9780385742890,The Kill Order,James Dashner,2012
9780061474100,Anathem,Neal Stephenson,2008
9780446563090,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith,2010
9780440241900,Shopaholic Ties the Knot,Sophie Kinsella,2002
9780060744520,Midnight,Erin Hunter,2005
9781469216000,Pines,Blake Crouch,2012
9780440421210,My Father's Dragon (My Father's Dragon Trilogy),Ruth Stiles Gannett,1948
9780142002060,Moonraker,Ian Fleming,1955
9780440132940,Evergreen,Belva Plain,1978
9781250019810,Lost Lake,Sarah Addison Allen,2014
9780375724430,The Stories of John Cheever,John Cheever,1978
9780451233320,Hard Bitten,Chloe Neill,2011
9780375700450,The First World War,John Keegan,1998
9781400078970,Rubicon: The Last Years of the Roman Republic,Tom Holland,2003
9780064473450,Castle in the Air,Diana Wynne Jones,1990
9780312997140,The Prodigal Daughter,Jeffrey Archer,1982
9780747569110,Wayside School Gets a Little Stranger,Louis Sachar,1995
9780446671000,The Celestine Prophecy,James Redfield,1993
9780765365440,Mistborn Trilogy Boxed Set,Brandon Sanderson,2009
9780689867040,Tithe: A Modern Faerie Tale,Holly Black,2002
9780618260300,The Hobbit or There and Back Again,J.R.R. Tolkien,1937
9780743298020,The Thirteenth Tale,Diane Setterfield,2006
9780375806810,Where the Red Fern Grows,Wilson Rawls,1961
9780805063900,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2001
9780452287050,Bastard Out of Carolina,Dorothy Allison,1992
9780802139250,Peace Like a River,Leif Enger,2001
